"id";"ilan_no";"brand";"model";"year";"loc1";"loc2";"loc3";"loc4";"loc5";"km";"date";"listing_price";"otoendeks_price";"arabam_price";"fuel_Type";"transmission";"body_type";"power";"displacement";"drivewheel";"hard_hit";"owner";"painted_parts";"changed_parts"
"3882";"1088028204";"Chevrolet";"Cruze 1.6 Sport";"2013";"Türkiye";"Erzurum";"Yakutiye";"İstasyon";"0";"192000";"1679702400";"385000";"323300";NULL;"Benzin & LPG";"Manuel";"Sedan";"124 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3883";"1088027777";"Renault";"Megane 1.5 dCi Dynamique";"2006";"Türkiye";"Adana";"Ceyhan";"Emek";"0";"277000";"1679702400";"290000";"223600";NULL;"Dizel";"Manuel";"Sedan";"80 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3884";"1085584984";"Renault";"Fluence 1.5 dCi Business";"2010";"Türkiye";"İstanbul";"Ataşehir";"Barbaros";"0";"152896";"1679702400";"359800";"325600";NULL;"Dizel";"Manuel";"Sedan";"85 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3885";"1088029493";"Renault";"Clio 1.0 TCe Icon";"2021";"Türkiye";"İstanbul";"Başakşehir";"Başakşehir";"0";"30500";"1679702400";"650000";"0";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"999 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3886";"1088026266";"Opel";"Insignia 1.6 CDTI  Cosmo";"2016";"Türkiye";"Bursa";"İznik";"İznik";"0";"135000";"1679702400";"720000";"0";NULL;"Dizel";"Otomatik";"Sedan";"136 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3887";"1088024933";"Honda";"Civic 1.8 Sport";"2007";"Türkiye";"Antalya";"Konyaaltı";"Arapsuyu";"0";"210000";"1679702400";"310000";"331550";NULL;"Benzin & LPG";"Otomatik";"Hatchback 5 kapı";"140 hp";"1799 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3888";"1088020043";"BMW";"3 Serisi 320i";"1994";"Türkiye";"İstanbul";"Beylikdüzü";"Yakuplu";"0";"214000";"1679702400";"240000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"150 hp";"1991 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"3889";"1088024253";"Seat";"Cordoba 1.4 Signo";"2004";"Türkiye";"Balıkesir";"Edremit";"Merkez";"0";"206550";"1679702400";"255000";"200000";NULL;"Benzin & LPG";"Manuel";"Sedan";"100 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3890";"1088027214";"Renault";"Clio 1.0 TCe Joy";"2023";"Türkiye";"İstanbul";"Bağcılar";"Bağcılar";"0";"1001";"1679702400";"644000";"0";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"999 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3891";"1088026160";"Opel";"Astra 1.3 CDTI Enjoy";"2009";"Türkiye";"İzmir";"Konak";"Güzelyalı";"0";"169000";"1679702400";"355000";"327150";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3892";"1088015049";"Opel";"Astra 1.6 Essentia";"2013";"Türkiye";"Ankara";"Keçiören";"Esertepe / Yayla";"0";"142700";"1679702400";"425000";"366550";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"115 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3893";"1088022769";"Volkswagen";"Bora 1.6 Comfortline";"2000";"Türkiye";"Ankara";"Altındağ";"Altındağ";"0";"235000";"1679702400";"235000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"101 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3894";"1088029119";"BMW";"3 Serisi 318is";"1994";"Türkiye";"Bursa";"Yıldırım";"Yeşilyayla";"0";"293000";"1679702400";"240000";"0";NULL;"Benzin";"Manuel";"Sedan";"140 hp";"1796 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"3895";"1088025566";"Citroën";"C4 1.6 HDi SX";"2006";"Türkiye";"İstanbul";"Esenyurt";"Esenyurt";"0";"266000";"1679702400";"267000";"174877";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"92 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";"02070910130608111205";"01"
"3896";"1088022772";"Fiat";"Punto 1.3 Multijet Lounge";"2012";"Türkiye";"İstanbul";"Çekmeköy";"Çekmeköy";"0";"198000";"1679702400";"320000";"0";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";"01020709100611120405";
"3897";"1088021994";"Volkswagen";"Passat 1.6 TDI BlueMotion Comfortline";"2017";"Türkiye";"Aydın";"Efeler";"Merkez";"0";"129375";"1679702400";"895000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"120 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3898";"1088023794";"Renault";"Megane 1.5 dCi Exception";"2008";"Türkiye";"Gaziantep";"Şehitkamil";"Alleben";"0";"2800";"1679702400";"260000";"0";NULL;"Dizel";"Manuel";"Sedan";"76 - 100 HP";"1301 - 1600 cm3";"Önden Çekiş";"Hayır";"Sahibinden";;
"3899";"1088026834";"Ford";"Focus 1.5 TDCi Trend X";"2020";"Türkiye";"Kocaeli";"Darıca";"Darıca";"0";"90000";"1679702400";"834000";"503600";NULL;"Dizel";"Otomatik";"Sedan";"120 hp";"1499 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3900";"1088029756";"Volkswagen";"Golf 1.6 TDI BlueMotion Highline";"2015";"Türkiye";"İstanbul";"Bahçelievler";"Zafer";"0";"55000";"1679702400";"842500";"0";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"110 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";"091013";
"3901";"1088028227";"Toyota";"Auris 1.4 D-4D Active Skypack";"2014";"Türkiye";"Eskişehir";"Tepebaşı";"Çamlıca";"0";"129000";"1679702400";"540000";"395205";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"1364 cc";"Önden Çekiş";"Hayır";"Sahibinden";"02070910131112";
"3902";"1088008953";"Ford";"Fiesta 1.4 Comfort";"2004";"Türkiye";"İzmir";"Bornova";"Naldöken";"0";"120000";"1679702400";"319000";"0";NULL;"Benzin";"Otomatik";"Hatchback 5 kapı";"80 hp";"1388 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3903";"1088027051";"Mazda";"323 1.6 GLX";"1997";"Türkiye";"Ankara";"Çankaya";"Dikmen";"0";"199000";"1679702400";"200000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"88 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3904";"1088028386";"Ford";"Focus 1.6 TDCi Style";"2012";"Türkiye";"Şırnak";"Cizre";"Cizre";"0";"288782";"1679702400";"390000";"348731";NULL;"Dizel";"Manuel";"Sedan";"115 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";"091306";"020710"
"3905";"1088024893";"Volkswagen";"Jetta 1.4 TSI BlueMotion Comfortline";"2016";"Türkiye";"İstanbul";"Esenler";"Sanayi";"0";"124700";"1679702400";"710000";"0";NULL;"Benzin";"Yarı Otomatik";"Sedan";"125 hp";"1395 cc";"Önden Çekiş";"Hayır";"Sahibinden";"010605";
"3906";"1074635553";"Volkswagen";"Passat 1.5 TSI  Business";"2019";"Türkiye";"İstanbul";"Ataşehir";"Örnek";"0";"60000";"1679702400";"1175000";"0";NULL;"Benzin";"Yarı Otomatik";"Sedan";"150 hp";"1498 cc";"Önden Çekiş";"Belirtilmemiş";"Sahibinden";;
"3907";"1088019032";"Toyota";"Corolla 1.4 D-4D Terra";"2006";"Türkiye";"Sakarya";"Adapazarı";"İstiklal";"0";"317000";"1679702400";"298000";"208467";NULL;"Dizel";"Yarı Otomatik";"Sedan";"90 hp";"1364 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0102071013060405";
"3908";"1080815905";"Dacia";"Sandero 1.5 dCi Stepway";"2015";"Türkiye";"Antalya";"Konyaaltı";"Arapsuyu";"0";"106000";"1679702400";"388000";"419980";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"90 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";"12";"070811"
"3909";"1088028735";"Seat";"Leon 1.4 TSI Stylance";"2008";"Türkiye";"Uşak";"Eşme";"Eşme";"0";"306500";"1679702400";"305000";"242410";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"125 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";"01020709101306081112";
"3910";"1087959291";"Citroën";"C-Elysée 1.6 HDi  Confort";"2017";"Türkiye";"Ankara";"Yenimahalle";"Şentepe";"0";"170000";"1679702400";"436500";"406100";NULL;"Dizel";"Manuel";"Sedan";"92 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3911";"1088046140";"Volkswagen";"Passat 1.4 TSI BlueMotion Comfortline";"2012";"Türkiye";"İstanbul";"Beylikdüzü";"Gürpınar";"0";"232000";"1679702400";"544750";"0";NULL;"Benzin";"Yarı Otomatik";"Sedan";"122 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3912";"1086486705";"Fiat";"Egea 1.3 Multijet Urban";"2016";"Türkiye";"İstanbul";"Kartal";"Yakacık";"0";"89500";"1679702400";"430000";"436750";NULL;"Dizel";"Manuel";"Sedan";"51 - 75 HP";"1301 - 1600 cm3";"Önden Çekiş";"Hayır";"Sahibinden";;
"3913";"1088035124";"Volkswagen";"Polo 1.2 TDI Trendline";"2012";"Türkiye";"İzmir";"Balçova";"Balçova";"0";"235500";"1679702400";"395000";"304450";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"75 hp";"1199 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3914";"1087999133";"BMW";"5 Serisi 520d M Sport";"2008";"Türkiye";"İstanbul";"Üsküdar";"Bağlarbaşı";"0";"236000";"1679702400";"715000";"550484";NULL;"Dizel";"Otomatik";"Sedan";"177 hp";"1995 cc";"Arkadan İtiş";"Hayır";"Sahibinden";"021312";
"3915";"1088046482";"Fiat";"Egea 1.4 Fire Easy";"2023";"Türkiye";"İzmir";"Narlıdere";"Narlıdere";"0";"1001";"1679702400";"560000";"0";NULL;"Benzin";"Manuel";"Sedan";"95 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3916";"1088036606";"Volkswagen";"Sharan 2.0 TDI Basic";"2011";"Türkiye";"İstanbul";"Beylikdüzü";"Yakuplu";"0";"355000";"1679702400";"435000";"0";NULL;"Dizel";"Otomatik";"MPV";"140 hp";"1968 cc";"Önden Çekiş";"Hayır";"Sahibinden";"05";
"3917";"1088030066";"Volvo";"V40 1.6 D Advance";"2014";"Türkiye";"İstanbul";"Maltepe";"Yalı";"0";"181000";"1679702400";"720000";"528316";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"115 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";"02070910131204";
"3918";"1088046647";"Renault";"Fluence 1.5 dCi Touch";"2014";"Türkiye";"Şanlıurfa";"Suruç";"Suruç";"0";"273000";"1679702400";"405000";"316813";NULL;"Dizel";"Manuel";"Sedan";"90 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";"010612";
"3919";"1088046105";"Volkswagen";"Golf 1.2 TSI Comfortline";"2013";"Türkiye";"Sivas";"Merkez";"Kale";"0";"139200";"1679702400";"653000";"488272";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"105 hp";"1197 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3920";"1088044296";"Kia";"Rio 1.4 CVVT Elegance Tekno";"2020";"Türkiye";"İstanbul";"Başakşehir";"Bahçeşehir";"0";"9000";"1679702400";"675000";"0";NULL;"Benzin";"Otomatik";"Hatchback 5 kapı";"100 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3921";"1088044906";"Kia";"Cerato 1.6 CRDi Concept Plus";"2016";"Türkiye";"Bursa";"Osmangazi";"Osmangazi";"0";"102000";"1679702400";"650000";"0";NULL;"Dizel";"Otomatik";"Sedan";"136 hp";"1582 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3922";"1074649144";"Citroën";"C3 1.2 PureTech Feel";"2020";"Türkiye";"İzmir";"Balçova";"Balçova";"0";"78000";"1679702400";"500000";"449900";NULL;"Benzin";"Manuel";"Hatchback 5 kapı";"83 hp";"1199 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3923";"1088042989";"Volkswagen";"Passat 1.4 TSI BlueMotion Trendline";"2017";"Türkiye";"İstanbul";"Esenyurt";"Esenyurt";"0";"163674";"1679702400";"750000";"0";NULL;"Benzin";"Yarı Otomatik";"Sedan";"125 hp";"1395 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0910";"0708"
"3924";"1080056677";"Volkswagen";"Passat 1.8 T Comfortline";"2003";"Türkiye";"Erzurum";"Yakutiye";"Terminal";"0";"315000";"1679702400";"359000";"0";NULL;"Benzin & LPG";"Yarı Otomatik";"Sedan";"150 hp";"1781 cc";"Önden Çekiş";"Hayır";"Sahibinden";"011205";"04"
"3925";"1088045028";"Audi";"A4 A4 Sedan 2.0 TDI";"2015";"Türkiye";"Sakarya";"Erenler";"Erenler";"0";"303000";"1679702400";"699500";"601650";NULL;"Dizel";"Yarı Otomatik";"Sedan";"177 hp";"1968 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3926";"1088045378";"BMW";"3 Serisi 320d Premium";"2010";"Türkiye";"Çorum";"Merkez";"Ulukavak";"0";"172000";"1679702400";"710000";"608300";NULL;"Dizel";"Otomatik";"Sedan";"177 hp";"1995 cc";"Arkadan İtiş";"Hayır";"Sahibinden";;
"3927";"1088033537";"Honda";"Civic 1.5 VTEC Sport";"2017";"Türkiye";"İstanbul";"Maltepe";"Cevizli";"0";"55500";"1679702400";"880000";"0";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"182 hp";"1498 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3928";"1088043773";"Honda";"Civic 1.6i VTEC Eco Elegance";"2013";"Türkiye";"Hatay";"İskenderun";"Sanayi";"0";"109000";"1679702400";"475000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"125 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3929";"1083320240";"Opel";"Astra 1.3 CDTI Edition";"2013";"Türkiye";"Trabzon";"Çarşıbaşı";"Mersin";"0";"80000";"1679702400";"510000";"447100";NULL;"Dizel";"Manuel";"Sedan";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3930";"1088281271";"Renault";"Clio 1.5 dCi Extreme";"2008";"Türkiye";"İstanbul";"Esenyurt";"Kıraç";"0";"205000";"1679875200";"210000";"228200";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"70 hp";"1461 cc";"Önden Çekiş";"Evet";"Sahibinden";;
"3931";"1070936201";"Opel";"Corsa 1.4 Comfort";"2001";"Türkiye";"İstanbul";"Pendik";"Bahçelievler";"0";"268000";"1679875200";"237000";"0";NULL;"Benzin & LPG";"Manuel";"Hatchback 3 kapı";"90 hp";"1389 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3932";"1088371187";"Ford";"Focus 1.6 TDCi Trend";"2006";"Türkiye";"Ankara";"Çankaya";"Bilkent/Bilkentplaza/Beytepe";"0";"183000";"1679875200";"330000";"281000";NULL;"Dizel";"Manuel";"Sedan";"109 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3933";"1087852429";"Citroën";"C3 1.6 BlueHDi Live";"2016";"Türkiye";"Konya";"Meram";"Aziziye";"0";"164800";"1679875200";"409000";"0";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"75 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";"011306081104";
"3934";"1088267305";"Citroën";"C-Elysée 1.6 HDi  Live";"2017";"Türkiye";"Denizli";"Pamukkale";"Merkez";"0";"140255";"1679875200";"334500";"317593";NULL;"Dizel";"Manuel";"Sedan";"92 hp";"1560 cc";"Önden Çekiş";"Hayır";"Sahibinden";"020709101308111204";"06"
"3935";"1088372829";"Audi";"A3 A3 Sportback 1.6 Attraction";"2007";"Türkiye";"Ankara";"Keçiören";"Sanatoryum";"0";"254000";"1679875200";"395000";"312500";NULL;"Benzin & LPG";"Otomatik";"Hatchback 5 kapı";"102 hp";"1595 cc";"Önden Çekiş";"Evet";"Sahibinden";;
"3936";"1073312973";"Volkswagen";"Golf 1.6 TDI Comfortline";"2010";"Türkiye";"Aksaray";"Merkez";"Çarşı";"0";"156500";"1679875200";"545000";"418926";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"115 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";"07";
"3937";"1088371193";"Nissan";"Micra 1.2 Match";"2013";"Türkiye";"Ankara";"Çankaya";"Balgat";"0";"95300";"1679875200";"450000";"350019";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"80 hp";"1198 cc";"Önden Çekiş";"Hayır";"Sahibinden";"010713111205";
"3938";"1081049932";"Renault";"Scenic 1.6 Authentique";"2006";"Türkiye";"Eskişehir";"Mahmudiye";"Mahmudiye";"0";"201000";"1679875200";"265000";"257110";NULL;"Benzin & LPG";"Manuel";"MPV";"110 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;"13"
"3939";"1088369676";"Volkswagen";"Passat 1.6 TDI BlueMotion R Line";"2017";"Türkiye";"Samsun";"Çarşamba";"Çarşamba";"0";"94000";"1679875200";"1299000";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"120 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3940";"1088371139";"Fiat";"Albea Sole 1.4 Fire Dynamic";"2008";"Türkiye";"Aksaray";"Merkez";"Kutlu";"0";"223000";"1679875200";"243000";"178450";NULL;"Benzin & LPG";"Manuel";"Sedan";"77 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3941";"1080887793";"Opel";"Corsa 1.2 Twinport Active";"2014";"Türkiye";"Antalya";"Kepez";"Erenköy";"0";"122000";"1679875200";"385000";"349549";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"85 hp";"1229 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0105";
"3942";"1080043966";"Volkswagen";"Golf 1.4 TSI Comfortline";"2015";"Türkiye";"İzmir";"Konak";"Yenişehir";"0";"125000";"1679875200";"760000";"582335";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"150 hp";"1395 cc";"Önden Çekiş";"Hayır";"Sahibinden";"07";"01"
"3943";"1088370175";"Volkswagen";"Passat 1.6 TDI BlueMotion";"2014";"Türkiye";"Ankara";"Keçiören";"Esertepe / Yayla";"0";"119000";"1679875200";"650000";"497673";NULL;"Dizel";"Manuel";"Sedan";"105 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";"08";"0206"
"3944";"1088370712";"Volkswagen";"Polo 1.4 TDI Comfortline";"2017";"Türkiye";"İstanbul";"Sultangazi";"Sultançiftliği";"0";"167000";"1679875200";"605000";"430750";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"90 hp";"1422 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3945";"1043305757";"Hyundai";"Accent Era 1.5 CRDi-VGT Team";"2010";"Türkiye";"Hatay";"Belen";"Belen";"0";"275000";"1679875200";"264000";"215150";NULL;"Dizel";"Manuel";"Sedan";"110 hp";"1493 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3946";"1086829756";"Renault";"Clio 1.5 dCi Joy";"2015";"Türkiye";"Tekirdağ";"Çerkezköy";"Merkez";"0";"200000";"1679875200";"348500";"334715";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"75 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";"10131112";"02"
"3947";"1085577096";"Seat";"Leon 1.6 TDI FR";"2019";"Türkiye";"İstanbul";"Başakşehir";"Bahçeşehir";"0";"68000";"1679875200";"919000";"0";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"115 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;"01"
"3948";"1088372314";"Opel";"Corsa 1.2 Twinport Active";"2014";"Türkiye";"Kırşehir";"Çiçekdağı";"Çiçekdağı";"0";"84000";"1679875200";"405000";"370512";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"85 hp";"1229 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0105";
"3949";"1088370710";"Renault";"Megane 1.5 dCi Touch Plus";"2015";"Türkiye";"İstanbul";"Başakşehir";"Bahçeşehir";"0";"129000";"1679875200";"564500";"423954";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"110 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3950";"1088370203";"Fiat";"Punto 1.2 PopStar";"2015";"Türkiye";"İstanbul";"Beylikdüzü";"Yakuplu";"0";"107000";"1679875200";"395000";"319262";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"69 hp";"1242 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3951";"1088372649";"Fiat";"Linea 1.4 Fire Actual";"2013";"Türkiye";"Adana";"Seyhan";"Hükümet";"0";"280000";"1679875200";"285000";"239800";NULL;"Benzin & LPG";"Manuel";"Sedan";"77 hp";"1368 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3952";"1088372345";"Volkswagen";"Passat 1.4 TSI Comfortline";"2010";"Türkiye";"Van";"Edremit";"Edremit";"0";"146000";"1679875200";"485000";"0";NULL;"Benzin";"Manuel";"Sedan";"122 hp";"1390 cc";"Önden Çekiş";"Hayır";"Sahibinden";"0612";"08"
"3953";"1088067236";"Volkswagen";"Golf 1.6 TDI BlueMotion Comfortline";"2016";"Türkiye";"İstanbul";"Başakşehir";"Başakşehir";"0";"182000";"1679875200";"612000";"0";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"110 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3954";"1088371182";"Opel";"Corsa 1.3 CDTI  Enjoy";"2012";"Türkiye";"Kütahya";"Merkez";"Bahçelievler";"0";"133000";"1679875200";"405000";"352484";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"95 hp";"1248 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3955";"1088295587";"Volkswagen";"Golf 1.6 TDI Highline";"2017";"Türkiye";"Ankara";"Çankaya";"Kızılay";"0";"107000";"1679875200";"1065000";"945130";NULL;"Dizel";"Yarı Otomatik";"Hatchback 5 kapı";"115 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3956";"1088370119";"Volkswagen";"Passat 1.4 TSI BlueMotion Trendline";"2017";"Türkiye";"Ankara";"Çankaya";"Gaziosmanpaşa(Gop)";"100";"59000";"1679875200";"880000";"0";NULL;"Benzin";"Manuel";"Sedan";"125 hp";"1395 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3957";"1088371440";"Peugeot";"207 1.4 HDi Trendy";"2011";"Türkiye";"Gaziantep";"Şehitkamil";"Merkez";"0";"398500";"1679875200";"275000";"223400";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"70 hp";"1360 cc";"Önden Çekiş";"Evet";"Sahibinden";;
"3958";"1088374978";"BMW";"5 Serisi 525d xDrive  Comfort";"2012";"Türkiye";"Denizli";"Merkezefendi";"Servergazi";"0";"162000";"1679875200";"1245000";"1058853";NULL;"Dizel";"Otomatik";"Sedan";"218 hp";"1995 cc";"4WD (Sürekli)";"Hayır";"Sahibinden";"0405";
"3959";"1088056879";"Volkswagen";"Polo 1.4 TDI Trendline";"2015";"Türkiye";"İstanbul";"Silivri";"Silivri";"0";"194900";"1679875200";"433000";"361232";NULL;"Dizel";"Manuel";"Hatchback 5 kapı";"75 hp";"1422 cc";"Önden Çekiş";"Hayır";"Sahibinden";"07";
"3960";"1083877424";"Honda";"Civic 1.6i VTEC Premium";"2015";"Türkiye";"Ankara";"Altındağ";"Altındağ";"0";"136000";"1679875200";"617000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"125 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3961";"1083355872";"Kia";"Magentis 2.0 CRDi";"2005";"Türkiye";"İstanbul";"Başakşehir";"İkitelli";"0";"392000";"1679875200";"240000";"0";NULL;"Benzin & LPG";"Otomatik";"Sedan";"76 - 100 HP";"1801 - 2000 cm3";"Önden Çekiş";"Hayır";"Sahibinden";"020709101306081112";
"3962";"1088376269";"Volkswagen";"Passat 1.6 TDI BlueMotion Trendline";"2014";"Türkiye";"Ankara";"Yenimahalle";"Yenimahalle";"0";"152000";"1679875200";"659900";"0";NULL;"Dizel";"Yarı Otomatik";"Sedan";"105 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3963";"1079395515";"Toyota";"Corolla 1.6 Terra Special";"2000";"Türkiye";"Ankara";"Mamak";"Boğaziçi";"0";"225000";"1679875200";"275000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"110 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;"04"
"3964";"931488571";"Opel";"Insignia 1.6 CDTI  Grand Sport Excellence";"2018";"Türkiye";"Ankara";"Etimesgut";"Eryaman";"0";"60000";"1679875200";"1150000";"0";NULL;"Dizel";"Otomatik";"Hatchback 5 kapı";"136 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3965";"1086157679";"Honda";"Civic 1.6i VTEC Eco Elegance";"2021";"Türkiye";"Antalya";"Muratpaşa";"Kızıltoprak";"0";"19200";"1679875200";"935000";"0";NULL;"Benzin & LPG";"Yarı Otomatik";"Sedan";"125 hp";"1597 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3966";"1087488440";"Volkswagen";"Polo 1.6 Comfortline Classic";"2000";"Türkiye";"Sakarya";"Serdivan";"Serdivan";"0";"240000";"1679875200";"250000";"0";NULL;"Benzin & LPG";"Manuel";"Sedan";"100 hp";"1595 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3967";"1088177531";"Renault";"Symbol 1.5 DCI Joy";"2013";"Türkiye";"Samsun";"Çarşamba";"Köyler";"0";"199250";"1679875200";"277500";"333000";NULL;"Dizel";"Manuel";"Sedan";"75 hp";"1461 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3968";"1088372946";"Volkswagen";"Polo 1.0 TSI Highline";"2019";"Türkiye";"Bursa";"İnegöl";"İnegöl";"0";"34800";"1679875200";"770000";"1189200";NULL;"Benzin";"Yarı Otomatik";"Hatchback 5 kapı";"95 hp";"999 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
"3969";"1088375341";"Renault";"Megane 1.6 Dynamique";"2004";"Türkiye";"Ankara";"Mamak";"Abidinpaşa";"0";"200000";"1679875200";"221500";"0";NULL;"Benzin & LPG";"Manuel";"Hatchback 5 kapı";"110 hp";"1598 cc";"Önden Çekiş";"Hayır";"Sahibinden";;
