,brand_model,year,km,fuel_type,transmission,body_type,power,displacement,drivewheel,hard_hit,painted_parts,changed_parts,listing_price,age
165,Renault Fluence1.5 dCi Icon,2014,283000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,"front-left-mudguard,front-left-door,rear-left-door",,425000,9.0
166,Volkswagen Golf1.2 TSI Comfortline,2016,58000,Benzin,Manuel,Hatchback 5 kapı,110.0,1.2,Önden Çekiş,0,,,700000,7.0
167,Toyota Yaris1.3 Terra,2006,155753,Benzin & LPG,Manuel,Hatchback 5 kapı,87.0,1.3,Önden Çekiş,0,,,314000,17.0
168,Opel Astra1.3 CDTI Essentia,2006,272000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.2,Önden Çekiş,0,,front-hood,245000,17.0
169,Hyundai Accent Blue1.6 CRDI Mode Plus,2017,180000,Dizel,Yarı Otomatik,Sedan,136.0,1.6,Önden Çekiş,0,,,484900,6.0
170,Ford Focus1.6 Ti-VCT Titanium,2015,129500,Benzin & LPG,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,,,600000,8.0
171,Fiat Linea1.3 Multijet Pop,2012,240000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,253000,11.0
172,Opel Astra1.2 T Elegance,2023,1001,Benzin,Otomatik,Hatchback 5 kapı,130.0,1.2,Önden Çekiş,0,,,1080000,0.0
173,Mercedes - Benz CLS350,2006,184000,Benzin,Yarı Otomatik,Coupe,272.0,3.5,Arkadan İtiş,0,,,1090000,17.0
174,Hyundai i101.0 D-CVVT Style,2014,124000,Benzin & LPG,Manuel,Hatchback 5 kapı,65.0,1.0,Önden Çekiş,0,front-left-door,front-right-mudguard,359500,9.0
175,Volkswagen Passat1.6 TDI BlueMotion Impression,2018,83000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,rear-right-mudguard,,1020000,5.0
176,Peugeot 3071.6 Envy,2004,270000,Benzin & LPG,Manuel,Hatchback 5 kapı,109.0,1.6,Önden Çekiş,0,,,215000,19.0
177,Fiat Egea1.3 Multijet Urban,2018,171000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,"rear-right-mudguard,rear-left-mudguard","front-left-mudguard,rear-hood",407000,5.0
178,Opel Corsa1.2 T Ultimate,2020,32000,Benzin,Otomatik,Hatchback 5 kapı,130.0,1.2,Önden Çekiş,0,,,760000,3.0
179,Opel Corsa1.3 CDTI  Essentia,2004,265000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.2,Önden Çekiş,0,,,245000,19.0
180,Hyundai i101.1 Team,2010,108000,Benzin,Otomatik,Hatchback 5 kapı,66.0,1.1,Önden Çekiş,1,"front-hood,front-right-door,front-left-door,rear-left-mudguard","front-right-mudguard,front-left-mudguard,rear-left-door",305000,13.0
181,Toyota Auris1.6 Advance Skypack,2014,70000,Benzin,Yarı Otomatik,Hatchback 5 kapı,132.0,1.6,Önden Çekiş,0,,,638000,9.0
182,Toyota Corolla1.6 Life,2018,43000,Benzin,Manuel,Sedan,132.0,1.6,Önden Çekiş,0,,,650000,5.0
183,Opel Astra1.6 CDTI Sport,2015,119000,Dizel,Manuel,Sedan,136.0,1.6,Önden Çekiş,0,,,555000,8.0
184,Ford Focus1.6 TDCi Collection,2011,122000,Dizel,Manuel,Sedan,90.0,1.6,Önden Çekiş,0,,,417500,12.0
185,Renault Clio1.5 dCi Expression,2010,160000,Dizel,Manuel,Hatchback 5 kapı,85.0,1.5,Önden Çekiş,0,,,307500,13.0
186,BMW 3 Serisi320i ED M Plus,2014,97000,Benzin,Yarı Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,1020000,9.0
187,Opel Insignia1.6 CDTI  Design,2017,95000,Dizel,Otomatik,Sedan,136.0,1.6,Önden Çekiş,1,,,595000,6.0
188,Chevrolet Aveo1.3 D LT,2012,84000,Dizel,Manuel,Sedan,75.0,1.2,Önden Çekiş,0,,,375000,11.0
189,Hyundai Getz1.3 GLS,2005,145000,Benzin & LPG,Manuel,Hatchback 5 kapı,82.0,1.3,Önden Çekiş,0,,,290000,18.0
190,Ford Focus1.6 TDCi Ghia,2006,245000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,,,300000,17.0
191,Volkswagen Passat1.6 TDI BlueMotion Comfortline,2015,73000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,front-right-mudguard,front-bumper,950000,8.0
192,Opel Corsa1.2 T Edition,2022,6021,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.2,Önden Çekiş,0,,,710000,1.0
193,Volkswagen Passat1.5 TSI  Impression,2020,51000,Benzin,Yarı Otomatik,Sedan,150.0,1.5,Önden Çekiş,0,,,1175000,3.0
194,Honda Civic1.6i VTEC Premium,2010,135000,Benzin,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,"front-bumper,front-right-door,rear-right-door,rear-bumper",,485000,13.0
195,Fiat Egea1.4 Fire Easy Plus,2022,3500,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,481000,1.0
196,Volkswagen Polo1.4 Comfortline,2013,158000,Benzin,Manuel,Hatchback 5 kapı,85.0,1.4,Önden Çekiş,0,,"front-left-mudguard,front-left-door",417000,10.0
197,Renault Symbol1.5 DCI Expression,2011,208000,Dizel,Manuel,Sedan,65.0,1.5,Önden Çekiş,0,,front-left-door,272500,12.0
198,Renault Megane1.5 Blue DCI Joy,2020,49000,Dizel,Otomatik,Sedan,115.0,1.5,Önden Çekiş,0,,,737500,3.0
199,Opel Astra1.4 T Cosmo,2012,181000,Benzin & LPG,Otomatik,Hatchback 5 kapı,140.0,1.4,Önden Çekiş,0,,,401000,11.0
200,Ford Focus1.6 TDCi Trend,2009,246000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,"front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard",,310000,14.0
201,Kia Rio1.25 CVVT Comfort,2016,110000,Benzin & LPG,Manuel,Hatchback 5 kapı,85.0,1.2,Önden Çekiş,0,"front-right-mudguard,rear-bumper",front-bumper,410000,7.0
202,Opel Vectra1.6 Comfort,2004,329000,Benzin & LPG,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,rear-right-door,,290000,19.0
203,Opel Astra1.4 T Edition Plus,2019,96000,Benzin & LPG,Otomatik,Sedan,138.0,1.5,Önden Çekiş,0,,,619000,4.0
204,Ford Focus1.6 TDCi Titanium,2015,94555,Dizel,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,,,660000,8.0
205,Toyota Corolla1.33 Life,2015,32300,Benzin & LPG,Manuel,Sedan,99.0,1.3,Önden Çekiş,0,,,538000,8.0
206,Ford Focus1.5 TDCi Trend X,2016,160000,Dizel,Yarı Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,,,617000,7.0
207,Toyota Yaris1.0 Life,2015,74000,Benzin & LPG,Manuel,Hatchback 5 kapı,69.0,1.0,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,418000,8.0
208,Mercedes - Benz E SerisiE 180 Edition E,2015,59900,Benzin,Otomatik,Sedan,163.0,1.5,Arkadan İtiş,0,,,1800000,8.0
209,Citroën C41.6 e-HDi Confort,2012,185500,Dizel,Yarı Otomatik,Hatchback 5 kapı,112.0,1.6,Önden Çekiş,0,,"front-hood,front-right-door",368000,11.0
210,Mercedes - Benz E SerisiE 250 AMG,2015,165000,Benzin,Otomatik,Coupe,163.0,1.5,Arkadan İtiş,1,,,1130000,8.0
211,Renault Clio1.0 TCe Joy,2022,1050,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.0,Önden Çekiş,0,,,638000,1.0
212,Audi A5A5 Sportback 1.4 TFSI Sport,2017,68000,Benzin,Yarı Otomatik,Hatchback 5 kapı,150.0,1.4,Önden Çekiş,0,,,1820000,6.0
213,Ford Fiesta1.4 TDCi Titanium,2010,295000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,0,,,285000,13.0
214,Renault Clio1.5 dCi Joy,2013,225000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,324500,10.0
215,Fiat Egea1.3 Multijet Easy,2017,105600,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,485000,6.0
216,Peugeot 3011.6 HDi Allure,2013,230000,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,,,315000,10.0
217,Renault Megane1.5 dCi Authentique,2008,272000,Dizel,Manuel,Sedan,88.0,1.5,Önden Çekiş,0,,,281000,15.0
218,Renault Clio1.2 Joy,2013,98200,Benzin,Manuel,Hatchback 5 kapı,75.0,1.1,Önden Çekiş,0,,rear-left-door,384000,10.0
219,Seat Toledo1.6 Stella,2005,314000,Benzin & LPG,Manuel,Sedan,113.0,1.5,Önden Çekiş,1,,,227500,18.0
220,Opel Astra1.6 Edition,2015,160000,Benzin & LPG,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,,,488500,8.0
221,Ford Fiesta1.4 Ghia,2003,134000,Benzin & LPG,Manuel,Hatchback 5 kapı,80.0,1.4,Önden Çekiş,0,,,244000,20.0
222,Renault Fluence1.5 dCi Icon,2013,212000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,,,470000,10.0
223,Volkswagen Bora1.6 Comfortline,2001,263000,Benzin & LPG,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,"rear-left-door,rear-left-mudguard",,290000,22.0
224,Renault Symbol1.5 DCI Extreme,2008,214000,Dizel,Manuel,Sedan,65.0,1.5,Önden Çekiş,0,,,266500,15.0
225,Hyundai i301.4 CVVT Team,2010,223000,Benzin & LPG,Manuel,Hatchback 5 kapı,109.0,1.4,Önden Çekiş,1,,,280000,13.0
226,Renault Clio0.9 TCe Touch,2020,41000,Benzin,Manuel,Hatchback 5 kapı,90.0,0.9,Önden Çekiş,0,front-left-mudguard,front-bumper,420000,3.0
227,Volkswagen Polo1.4 Comfortline,2012,102980,Benzin,Manuel,Hatchback 5 kapı,85.0,1.4,Önden Çekiş,0,"front-right-door,rear-right-door,rear-right-mudguard,rear-hood",,425000,11.0
228,Seat Ibiza1.4 Reference,2014,169000,Benzin & LPG,Manuel,Hatchback 5 kapı,85.0,1.4,Önden Çekiş,0,"front-bumper,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-bumper",rear-hood,352500,9.0
229,Renault Megane1.5 dCi Dynamique,2006,264250,Dizel,Manuel,Sedan,80.0,1.5,Önden Çekiş,0,,,254000,17.0
230,Ford Focus1.6 TDCi Trend X,2017,97000,Dizel,Manuel,Sedan,95.0,1.6,Önden Çekiş,0,,,665000,6.0
231,Skoda Rapid1.4 TDI GreenTec Style,2017,92000,Dizel,Yarı Otomatik,Sedan,90.0,1.4,Önden Çekiş,0,"front-right-door,rear-right-door,rear-bumper",,620000,6.0
232,Citroën C41.6 e-HDi Confort Plus,2012,95000,Dizel,Yarı Otomatik,Hatchback 5 kapı,112.0,1.6,Önden Çekiş,1,"front-hood,front-right-mudguard,rear-right-mudguard,front-left-mudguard",,430000,11.0
233,Toyota Corolla1.6 Elegant,2010,206000,Benzin & LPG,Otomatik,Sedan,124.0,1.6,Önden Çekiş,1,,,390000,13.0
234,Fiat Egea1.6 Multijet Easy,2018,121000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,"rear-left-mudguard,rear-hood",,485500,5.0
235,Hyundai Sonata2.5 GLS,2000,176000,Benzin & LPG,Otomatik,Sedan,160.0,2.5,Önden Çekiş,0,,,275000,23.0
236,Audi A4A4 Sedan,2011,202000,Benzin & LPG,Yarı Otomatik,Sedan,120.0,1.8,Önden Çekiş,0,,,625000,12.0
237,Opel Corsa1.4 Twinport Essentia,2015,77000,Benzin,Otomatik,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,0,,,530000,8.0
238,Ford Fiesta1.4 TDCi Comfort,2004,230000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,,"rear-left-door,rear-left-mudguard",220000,19.0
239,Fiat Egea1.4 Fire Urban,2021,16550,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,562000,2.0
240,Volkswagen Polo1.0 TSI Comfortline,2021,4000,Benzin,Yarı Otomatik,Hatchback 5 kapı,95.0,1.0,Önden Çekiş,0,,,800000,2.0
241,Audi A6A6 Sedan 40 TDI Quattro Design,2022,5000,Dizel,Yarı Otomatik,Sedan,204.0,2.0,4WD (Sürekli),0,,,3900000,1.0
242,Renault Symbol1.5 DCI Joy,2016,253000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,287500,7.0
243,Ford Focus1.5 TDCi Trend X,2017,93000,Dizel,Yarı Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,"front-bumper,front-right-mudguard,front-left-mudguard",,675000,6.0
244,Honda Civic1.6i VTEC Dream,2008,275000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,"front-bumper,front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper",,365000,15.0
245,Ford Fiesta1.25 Trend,2013,103000,Benzin,Manuel,Hatchback 5 kapı,82.0,1.2,Önden Çekiş,0,,front-left-door,450000,10.0
246,Citroën C31.4 Attraction,2011,109000,Benzin,Manuel,Hatchback 5 kapı,75.0,1.4,Önden Çekiş,0,front-left-door,,325000,12.0
247,Ford Fiesta1.25 Trend,2013,113000,Benzin,Manuel,Hatchback 5 kapı,82.0,1.2,Önden Çekiş,0,,,399000,10.0
248,Volkswagen VW CC 1.4 TSISportline,2015,94000,Benzin,Yarı Otomatik,Coupe,150.0,1.4,Önden Çekiş,0,rear-right-mudguard,"front-right-mudguard,front-right-door",765000,8.0
249,Ford Mondeo1.6 TDCi Titanium,2011,153000,Dizel,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,,,510000,12.0
250,Skoda Octavia1.6 TDI  Style CR,2017,142000,Dizel,Yarı Otomatik,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,,,792500,6.0
251,Ford Focus1.6 TDCi Style,2015,294000,Dizel,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,,,465000,8.0
252,Volkswagen Beetle1.6 Smile,2004,298000,Benzin & LPG,Manuel,Hatchback 3 kapı,102.0,1.6,Önden Çekiş,0,,,350000,19.0
253,Renault Clio1.5 dCi Joy,2018,72000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,rear-right-mudguard,rear-hood,472000,5.0
254,Ford Focus1.5 TDCi Trend X,2019,95000,Dizel,Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,,,785000,4.0
255,Peugeot 307 1.6 XR,2004,261500,Benzin & LPG,Otomatik,Hatchback 5 kapı,109.0,1.6,Önden Çekiş,0,front-left-door,,280000,19.0
256,Renault Clio 1.5 dCi Touch,2018,104000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.5,Önden Çekiş,0,"front-left-mudguard,rear-left-door,rear-left-mudguard",front-left-door,535000,5.0
257,Fiat Linea 1.3 Multijet Pop,2017,75000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,397000,6.0
258,Ford Mondeo 1.6 TDCi Titanium,2011,171000,Dizel,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,,,490000,12.0
259,Volkswagen Golf 1.6 TDI BlueMotion Highline,2014,155000,Dizel,Yarı Otomatik,Hatchback 5 kapı,105.0,1.6,Önden Çekiş,0,,,800000,9.0
260,Volkswagen Golf 1.0 eTSI R-Line,2021,26000,Hybrid,Yarı Otomatik,Hatchback 5 kapı,110.0,1.0,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,1155000,2.0
261,Mercedes - Benz E Serisi E 300 AMG,2018,90000,Benzin,Otomatik,Coupe,245.0,2.0,Arkadan İtiş,0,,,2775000,5.0
262,Fiat Egea 1.6 Multijet Easy,2018,172500,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,500000,5.0
263,Renault Clio 1.5 dCi Joy,2013,205000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,348000,10.0
264,Opel Corsa 1.2 Twinport Essentia,2014,64000,Benzin,Yarı Otomatik,Hatchback 5 kapı,85.0,1.2,Önden Çekiş,0,front-right-mudguard,,457000,9.0
265,Ford Focus 1.6 Ghia,2001,240000,Benzin & LPG,Otomatik,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,0,,,265000,22.0
266,Fiat Egea 1.4 Fire Easy,2020,47000,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,555000,3.0
267,Audi A6 A6 Sedan 2.0 TDI,2010,254000,Dizel,Yarı Otomatik,Sedan,170.0,2.0,Önden Çekiş,1,"front-right-mudguard,rear-right-door,rear-right-mudguard,rear-bumper",,682000,13.0
268,Chevrolet Kalos 1.4 SX,2005,164000,Benzin & LPG,Manuel,Hatchback 5 kapı,94.0,1.4,Önden Çekiş,0,,,245500,18.0
269,Peugeot 301 1.6 HDi Active,2014,166000,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,"front-bumper,rear-bumper",,375000,9.0
270,Ford Focus 1.6 Ghia,2001,234000,Benzin & LPG,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,,,270000,22.0
271,Toyota Corolla 1.4 D-4D Touch,2017,106845,Dizel,Yarı Otomatik,Sedan,90.0,1.4,Önden Çekiş,0,,,695000,6.0
272,Dacia Logan 1.5 dCi MCV Ambiance,2015,192000,Dizel,Manuel,Station Wagon,75.0,1.5,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door",,340000,8.0
273,Volkswagen Passat 1.4 TSI BlueMotion Comfortline,2016,87500,Benzin,Yarı Otomatik,Sedan,125.0,1.4,Önden Çekiş,1,,,955000,7.0
274,Fiat Egea 1.4 Fire Urban Plus,2019,75612,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,rear-hood,,473000,4.0
275,Seat Leon 1.4 TSI Style,2011,228000,Benzin,Manuel,Hatchback 5 kapı,125.0,1.4,Önden Çekiş,0,"front-hood,rear-bumper",,405000,12.0
276,Peugeot 508 1.6 e-HDi Active,2012,260000,Dizel,Yarı Otomatik,Sedan,112.0,1.6,Önden Çekiş,0,,,500000,11.0
277,Hyundai Accent Era 1.6  Select,2011,90000,Benzin & LPG,Manuel,Sedan,113.0,1.5,Önden Çekiş,0,,,418000,12.0
278,Volkswagen Jetta 1.6 TDI Trendline,2014,183000,Dizel,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,,,512000,9.0
279,Toyota Yaris 1.4 D-4D Terra,2009,29500,Dizel,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,,285000,14.0
280,Toyota Avensis 1.6 Elegant Extra,2012,194000,Benzin & LPG,Manuel,Sedan,132.0,1.6,Önden Çekiş,0,"front-right-mudguard,rear-right-mudguard,front-left-mudguard,rear-left-door",,499999,11.0
281,Fiat Egea 1.6 Multijet Urban Plus,2020,89000,Dizel,Manuel,Sedan,120.0,1.6,Önden Çekiş,0,,,573000,3.0
282,Opel Corsa 1.2 T Elegance,2021,20432,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.2,Önden Çekiş,0,,,740000,2.0
283,Ford Fiesta 1.4 Comfort,2005,190000,Benzin & LPG,Manuel,Hatchback 5 kapı,80.0,1.4,Önden Çekiş,0,,,273000,18.0
284,Fiat Linea 1.3 Multijet Active Plus,2011,249000,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,,,269000,12.0
285,Hyundai i20 1.4 MPI Style,2016,103000,Benzin & LPG,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,,,558000,7.0
286,Hyundai Accent Era 1.4 Team,2010,136000,Benzin & LPG,Manuel,Sedan,97.0,1.4,Önden Çekiş,0,"front-right-mudguard,rear-left-mudguard",,357000,13.0
287,Volkswagen Polo 1.4 Comfortline,2013,113000,Benzin,Manuel,Hatchback 5 kapı,85.0,1.4,Önden Çekiş,0,,,477000,10.0
288,Audi A6 A6 Sedan 2.0 TDI,2014,281000,Dizel,Yarı Otomatik,Sedan,177.0,2.0,Önden Çekiş,0,"front-bumper,rear-bumper",,1070000,9.0
289,Peugeot 307 1.6 XT,2003,272051,Benzin & LPG,Manuel,Hatchback 5 kapı,109.0,1.6,Önden Çekiş,0,front-left-mudguard,,230000,20.0
290,Fiat Egea 1.4 Fire Easy Plus,2021,29000,Benzin,Manuel,Sedan,88.0,1.5,Önden Çekiş,0,,,510000,2.0
291,Renault Clio 1.5 dCi Icon,2019,100000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.5,Önden Çekiş,0,,,595000,4.0
292,BMW 1 Serisi 118i Joy,2016,136000,Benzin,Yarı Otomatik,Hatchback 5 kapı,136.0,1.5,Arkadan İtiş,1,,,639999,7.0
293,Hyundai Accent Era 1.4 Start,2008,148000,Benzin,Manuel,Sedan,97.0,1.4,Önden Çekiş,0,"front-hood,front-right-mudguard,rear-left-door",,290000,15.0
294,Hyundai Getz 1.5 CRDi GL Cool,2005,222900,Dizel,Manuel,Hatchback 5 kapı,82.0,1.5,Önden Çekiş,0,,,230000,18.0
295,Audi A5 A5 Sportback 2.0 TDI Quattro Design,2017,126000,Dizel,Yarı Otomatik,Hatchback 5 kapı,190.0,2.0,4WD (Sürekli),0,"rear-right-door,rear-right-mudguard",rear-hood,1795000,6.0
296,Volkswagen Polo 1.4 Comfortline,2013,81750,Benzin,Yarı Otomatik,Hatchback 5 kapı,85.0,1.4,Önden Çekiş,0,"front-right-mudguard,rear-right-door,rear-right-mudguard",,466500,10.0
297,Renault Fluence 1.5 dCi Dynamique,2012,160235,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,,,314500,11.0
298,Fiat Egea 1.4 Fire Easy Stil,2021,50000,Benzin & LPG,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,"front-right-door,rear-left-door",490000,2.0
299,BMW 5 Serisi 520i Special Edition M Sport,2020,55000,Benzin,Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,2400000,3.0
300,Mercedes - Benz C Serisi C 200 D AMG,2016,142000,Dizel,Otomatik,Sedan,163.0,2.3,4WD (Sürekli),0,"front-right-door,rear-left-door","front-hood,front-right-mudguard,rear-left-mudguard",1289000,7.0
301,Honda Jazz 1.4 Sport,2008,163000,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,83.0,1.3,Önden Çekiş,1,"front-bumper,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper","front-hood,front-left-mudguard",290000,15.0
302,Ford Fiesta 1.4 TDCi Trend,2009,221000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,0,"front-right-mudguard,rear-right-door,rear-right-mudguard",,293000,14.0
303,Hyundai Getz 1.5 CRDi GL Cool,2005,182000,Dizel,Manuel,Hatchback 5 kapı,82.0,1.5,Önden Çekiş,0,"front-bumper,front-hood,roof,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper","front-right-mudguard,front-right-door",210000,18.0
304,Ford Focus 1.6 Ti-VCT Trend X,2012,208000,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,125.0,1.6,Önden Çekiş,0,rear-right-door,,480000,11.0
305,Chevrolet Cruze 1.6 LT Plus,2012,189000,Benzin & LPG,Manuel,Sedan,124.0,1.6,Önden Çekiş,0,,,345000,11.0
306,Renault Megane 1.3 TCe Joy,2021,16900,Benzin,Manuel,Sedan,140.0,1.3,Önden Çekiş,0,,,678000,2.0
307,BMW 1 Serisi 118i Joy Plus,2015,99000,Benzin,Yarı Otomatik,Hatchback 5 kapı,138.0,1.5,Arkadan İtiş,0,rear-right-mudguard,,800000,8.0
308,Skoda Octavia 1.6 TDI  Optimal,2016,179000,Dizel,Yarı Otomatik,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,,,630000,7.0
309,Honda Civic 1.6 i ES,2001,158000,Benzin & LPG,Manuel,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,,,305000,22.0
310,Volkswagen Polo 1.2 TSI Allstar,2016,110000,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.2,Önden Çekiş,0,front-bumper,,605000,7.0
311,Renault Clio 1.0 TCe Touch,2021,11000,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.0,Önden Çekiş,0,,,620000,2.0
312,Volkswagen Passat 1.6 TDI BlueMotion Highline,2017,136000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,1195000,6.0
313,Fiat Egea 1.4 Fire Urban,2022,22000,Benzin,Manuel,Hatchback 5 kapı,95.0,1.4,Önden Çekiş,0,,,570000,1.0
314,Fiat Linea 1.3 Multijet Active,2008,292000,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,"front-bumper,rear-right-mudguard,front-left-mudguard",front-hood,260000,15.0
315,Honda Civic 1.6i VTEC Eco Elegance,2020,58000,Benzin & LPG,Yarı Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,900000,3.0
316,Opel Vectra 1.6 Comfort,2003,321000,Benzin & LPG,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,,"front-left-mudguard,front-left-door",285000,20.0
317,Fiat Linea 1.3 Multijet Active Plus,2013,172000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,320000,10.0
318,Ford Focus 1.6 Ti-VCT Titanium,2015,165000,Benzin & LPG,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,,,680000,8.0
319,Peugeot 301 1.6 HDi Allure,2017,123791,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,,,405000,6.0
320,Ford Focus 1.6 Ambiente,2001,361029,Benzin & LPG,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,,,250000,22.0
321,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,158350,Dizel,Yarı Otomatik,Sedan,136.0,1.6,Önden Çekiş,0,,,445000,6.0
322,Renault Symbol 1.5 DCI Joy,2018,75000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,385000,5.0
323,Skoda Fabia 1.2 Classic,2006,110000,Benzin,Manuel,Hatchback 5 kapı,64.0,1.2,Önden Çekiş,0,"front-bumper,rear-right-door,rear-hood,rear-bumper",,296500,17.0
324,Volkswagen Polo 1.0 Impression,2023,1001,Benzin,Manuel,Hatchback 5 kapı,80.0,1.0,Önden Çekiş,0,,,619000,0.0
325,Audi A6 A6 Sedan 40 TDI Quattro Design,2021,24200,Dizel,Yarı Otomatik,Sedan,204.0,2.0,4WD (Sürekli),0,,,3550000,2.0
326,Volkswagen Passat 1.6 TDI BlueMotion Highline,2013,134000,Dizel,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,,,765000,10.0
327,Peugeot 301 1.6 BlueHDI Active,2018,117000,Dizel,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,,,435000,5.0
328,Ford Focus 1.6 TDCi Collection,2008,285000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,"front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard",,360000,15.0
329,Fiat Egea 1.4 Fire Easy Plus,2023,3618,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,560000,0.0
